movieId,title_cast,director,plot_keywords,genres,title,year
337,JohnnyDepp LeonardoDiCaprio JulietteLewis MarySteenburgen DarleneCates,peterhedges,mentally challenged small town countryside rural setting,Drama,What's Eating Gilbert Grape (1993),1993
338,DenzelWashington KellyLynch RussellCrowe StephenSpinella WilliamForsythe,ericbernt,serial killer android los angeles police department artificial intelligence,Action Sci-Fi Thriller,Virtuosity (1995),1995
339,SandraBullock BillPullman PeterGallagher PeterBoyle JackWarden,danielg.sullivan,loneliness unconventional romance holiday season single woman,Comedy Romance,While You Were Sleeping (1995),1995
340,ElijahWood KevinCostner MareWinningham LexiRandall LaToyaChisholm,kathymcworter,cardiopulmonary resuscitation coming of age bullying anti war,Adventure Drama War,"War, The (1994)",1994
341,SandraOh StephenChang AlannahOng DonaldFong FrancesIsles,minashum,chinese chinese canadian title directed by female actress,Drama,Double Happiness (1994),1994
342,SophieLee RozHammond ToniCollette BelindaJarrett PippaGrandison,p.j.hogan,wedding female protagonist dysfunctional family wanting to marry,Comedy,Muriel's Wedding (1994),1994
343,SchuylerFisk BreBlair RachaelLeighCook LarisaOleynik TriciaJoe,annm.martin,cake blowing out a candle examination club the organization,Children,"Baby-Sitters Club, The (1995)",1995
344,JimCarrey CourteneyCox SeanYoung ToneLoc DanMarino,jackbernstein,stupidity nudity owner dog relationship master dog relationship,Comedy,Ace Ventura: Pet Detective (1994),1994
345,HugoWeaving GuyPearce TerenceStamp RebelPenfold-Russell JohnCasey,stephanelliott,bus desert drag queen on the road,Comedy Drama,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994
346,SherylLee StephenDorff IanHart GaryBakewell ChrisO'Neill,iainsoftley,the beatles rock group hamburg germany 1960s,Drama Musical,Backbeat (1993),1993
347,PeterCoyote EmmanuelleSeigner HughGrant KristinScottThomas VictorBanerjee,pascalbruckner,infidelity extramarital affair psycho thriller lesbian kiss,Drama Film-Noir Romance,Bitter Moon (1992),1992
348,JohnCusack DianneWiest JenniferTilly ChazzPalminteri Mary-LouiseParker,woodyallen,actress playwright play bodyguard,Comedy,Bullets Over Broadway (1994),1994
349,HarrisonFord WillemDafoe AnneArcher JoaquimdeAlmeida HenryCzerny,tomclancy,jack ryan character good versus evil cia drugs,Action Crime Drama Thriller,Clear and Present Danger (1994),1994
350,SusanSarandon TommyLeeJones Mary-LouiseParker AnthonyLaPaglia J.T.Walsh,johngrisham,boy district attorney reference to led zeppelin lawyer client relationship,Drama Mystery Thriller,"Client, The (1994)",1994
351,NoreenHennessey LucyWebb EricaYohn TinaMajorino RayLiotta,jessienelson,housekeeper repetition in title title based on song single father,Comedy Drama Romance,"Corrina, Corrina (1994)",1994
352,AlfreWoodard DelroyLindo DavidPatrickKelly ZeldaHarris CarltonWilliams,spikelee,semi autobiographical bully argument birthday,Comedy Drama,Crooklyn (1994),1994
353,BrandonLee RochelleDavis ErnieHudson MichaelWincott BaiLing,jameso'barr,back from the dead vigilante crime boss gothic,Action Crime Fantasy Thriller,"Crow, The (1994)",1994
354,TommyLeeJones RobertWuhl LolitaDavidovich NedBellamy ScottBurkholder,ronshelton,ghost writer male full frontal nudity baseball movie based on article,Drama,Cobb (1994),1994
355,JohnGoodman ElizabethPerkins RickMoranis RosieO'Donnell KyleMacLachlan,toms.parker,based on tv series stone age 1000000 b.c. reboot of series,Children Comedy Fantasy,"Flintstones, The (1994)",1994
356,TomHanks RebeccaWilliams SallyField MichaelConnerHumphreys HaroldG.Herthum,winstongroom,vietnam war amputee war hero based on book,Comedy Drama Romance War,Forrest Gump (1994),1994
357,HughGrant JamesFleet SimonCallow JohnHannah KristinScottThomas,richardcurtis,wedding funeral gay cafe,Comedy Romance,Four Weddings and a Funeral (1994),1994
358,OmarEpps KristySwanson MichaelRapaport JenniferConnelly IceCube,johnsingleton,racism lesbian anger sex scene,Drama,Higher Learning (1995),1995
359,LunaLaurenVelez JonSeda TomasMelly DesireeCasado IsaiahGarcia,darnellmartin,first person title male objectification dance scene tank top,Comedy Drama Romance,I Like It Like That (1994),1994
360,NickNolte JuliaRoberts SaulRubinek JamesRebhorn RobertLoggia,nancymeyers,reporter rivalry whistleblower journalism,Action Comedy,I Love Trouble (1994),1994
361,NicolasCage BridgetFonda RosiePerez WendellPierce IsaacHayes,janeanderson,hot air balloon generosity lottery waitress,Comedy Drama Romance,It Could Happen to You (1994),1994
362,JasonScottLee CaryElwes LenaHeadey SamNeill JohnCleese,rudyardkipling,jungle treasure tiger elephant,Adventure Children Romance,"Jungle Book, The (1994)",1994
363,LeniRiefenstahl MarleneDietrich ArnoldFanck WalterFrentz JosephGoebbels,raymüller,film director as character female film director as character female film director woman director,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1993
364,RowanAtkinson MatthewBroderick NiketaCalame-Harris JimCummings WhoopiGoldberg,robminkoff,africa king lion prince,Adventure Animation Children Drama Musical,"Lion King, The (1994)",1994
365,KeanuReeves RuochengYing ChrisIsaak AlexWiesendanger RajuLal,bernardobertolucci,reincarnation nonlinear timeline buddhist seattle washington,Drama,Little Buddha (1993),1993
366,JeffDavis HeatherLangenkamp MikoHughes MattWinston RobLaBelle,wescraven,freddy krueger elm street famous director as himself alternate reality,Drama Horror Mystery Thriller,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1994
367,JimCarrey PeterRiegert PeterGreene AmyYasbeck RichardJeni,michaelfallon,pantyhose alter ego super villain camera shot of feet,Action Comedy Crime Fantasy,"Mask, The (1994)",1994
368,MelGibson JodieFoster JamesGarner GrahamGreene AlfredMolina,royhuggins,yosemite national park character name as title playing card bow the weapon,Adventure Comedy Western,Maverick (1994),1994
369,JenniferJasonLeigh CampbellScott MatthewBroderick PeterGallagher JenniferBeals,alanrudolph,female frontal nudity female nudity loveless marriage writer,Drama,Mrs. Parker and the Vicious Circle (1994),1994
370,LeslieNielsen PriscillaPresley GeorgeKennedy O.J.Simpson FredWard,petersegal,neo screwball comedy absurd comedy sexual humor high school,Action Comedy,Naked Gun 33 1/3: The Final Insult (1994),1994
371,MichaelKeaton RobertDuvall GlennClose MarisaTomei RandyQuaid,davidkoepp,newspaper reporter pregnancy one day journalist,Comedy Drama,"Paper, The (1994)",1994
372,WinonaRyder EthanHawke JaneaneGarofalo SteveZahn BenStiller,helenchildress,generation x depression houston texas texas,Comedy Drama Romance,Reality Bites (1994),1994
373,NicolasCage CraigReay VanceJohnson RobertApel BobbyJoeMcFadden,johndahl,neo noir hitman texan mistaken identity,Thriller,Red Rock West (1992),1992
374,MacaulayCulkin JohnLarroquette EdwardHerrmann ChristineEbersole JonathanHyde,neiltolkin,villain head of security mansion gardening,Children Comedy,Richie Rich (1994),1994
375,SusanSarandon NickStahl SamShepard MarciaGayHarden RobertSeanLeonard,robertallanackerman,dysfunctional family pain marriage worrying,Drama,Safe Passage (1994),1994
376,MerylStreep JosephMazzello StephanieSawyer DavidStrathairn ElizabethHoffman,deniso'neill,rafting criminal estranged husband gang,Action Thriller,"River Wild, The (1994)",1994
377,KeanuReeves DennisHopper SandraBullock JoeMorton JeffDaniels,grahamyost,bus bomb mini skirt police,Action Romance Thriller,Speed (1994),1994
378,MichaelKeaton GeenaDavis ChristopherReeve BonnieBedelia ErnieHudson,robertking,speechwriter pun in title metaphoric title black comedy,Comedy Romance,Speechless (1994),1994
379,Jean-ClaudeVanDamme MiaSara RonSilver BruceMcGill GloriaReuben,markverheiden,time travel cult film based on comic female full frontal nudity,Action Sci-Fi Thriller,Timecop (1994),1994
380,ArnoldSchwarzenegger JamieLeeCurtis TomArnold BillPaxton TiaCarrere,claudezidi,secret agent spy secret mission remake,Action Adventure Comedy Romance Thriller,True Lies (1994),1994
381,AndyGarcia MegRyan EllenBurstyn TinaMajorino MaeWhitman,ronaldbass,addiction airline pilot alcoholism self centeredness,Drama Romance,When a Man Loves a Woman (1994),1994
382,JackNicholson MichellePfeiffer JamesSpader KateNelligan RichardJenkins,jimharrison,werewolf publisher sense of smell manhattan new york city,Drama Horror Romance Thriller,Wolf (1994),1994
383,KevinCostner DennisQuaid GeneHackman DavidAndrews LindenAshby,dangordon,arizona territory arizona wyatt earp character reference to arizona,Western,Wyatt Earp (1994),1994
384,EllenBarkin LaurenceFishburne FrankLangella MichaelBeach GiaCarides,damianharris,suspense male frontal nudity male full frontal nudity pubic hair,Action Crime Drama,Bad Company (1995),1995
385,AlbertFinney BrendaFricker MichaelGambon TaraFitzgerald RufusSewell,surikrishnamma,oscar wilde theatre ireland gay,Drama,"Man of No Importance, A (1994)",1994
386,StephenDorff ReeseWitherspoon JakeBusey JoeyLaurenAdams PamelaGidley,andrewwellman,hostage television media escape,Drama,S.F.W. (1994),1994
387,KeenenIvoryWayans CharlesS.Dutton JadaPinkettSmith SalliRichardson-Whitfield AndrewDivoff,keenenivorywayans,undressing african american los angeles california femme fatale,Action Comedy,"Low Down Dirty Shame, A (1994)",1994
388,JamesAndrews MaryBethAylesworth MikeBarbour SteveBilich WendyBrokaw,robertleeking,compilation of short films gay male in shower public shower,Drama,Boys Life (1995),1995
389,GérardDepardieu FannyArdant FabriceLuchini AndréDussollier DanielPrévost,yvesangelo,year 1807 cavalry officer legal issue back from the dead,Drama Romance War,"Colonel Chabert, Le (1994)",1994
390,nan,nan,nan,Action Crime Drama,Faster Pussycat! Kill! Kill! (1965),1965
391,AllenPayne JadaPinkettSmith BokeemWoodbine Anthony'Treach'Criss EddieGriffin,bobbysmithjr.,texas male rear nudity topless female nudity sex scene,Crime Drama,Jason's Lyric (1994),1994
392,NickUpton DeborahCollard FrankPassingham JohnSchofield MikeGifford,daveborthwick,child kidnapping eating an insect experiment psychotronic film,Adventure Animation,"Secret Adventures of Tom Thumb, The (1993)",1993
393,Jean-ClaudeVanDamme RaulJulia Ming-NaWen DamianChapa KylieMinogue,stevene.desouza,campy street fighter man punches a woman time bomb,Action Adventure Fantasy,Street Fighter (1994),1994
394,JasonPriestley KimberlyWilliams-Paisley PeterRiegert RobertLoggia JayKogen,wallacewolodarsky,prostitute watching tv telephone call reception,Comedy,Coldblooded (1995),1995
395,AdamAnt HeatherGraham JessicaHamilton JackKehler K.LouiseMiddleton,michaela.nickles,spatial awareness wind tunnel wind tunnel,Drama Fantasy Romance,Desert Winds (1995),1995
396,SteveAlden DavidArquette StephenBaldwin JonahBlechman MichaelEdelstein,stevealden,bank robbery kidnapping hostage 1950s,Drama,Fall Time (1995),1995
397,EddieBowz HeatherMedway AnnTurkel VinceEdwards DarinHeames,vincentrobert,experiment psychology fear student,Horror,"Fear, The (1995)",1995
398,FrankThomas OllieJohnston SylviaRoemer JohnCanemaker JohnCulhane,theodorethomas,character names as title three word title forenames as title disney,Documentary,Frank and Ollie (1995),1995
399,ErikaEleniak WilliamMcNamara MichaelLerner BudCort EdLauter,lucasplatt,bank money robbery bus station,Drama,Girl in the Cadillac (1995),1995
400,BlytheDanner FrankWhaley SherylLee DannyNucci BruceDavison,rosskaganmarks,obsessive love actress mother daughter relationship widow,Drama,Homage (1995),1995
401,JamesAndronica CuauhtemocRivas EdwardJamesOlmos Bobalu PaulWilliams,jamesandronica,multiple personality disorder dissociative identity disorder salton sea multiple personality,Action Thriller,Mirage (1995),1995
402,LloydAdams RobertWuhl EricBryson MarcyKing RickForsayeth,robertwuhl,nude wears eyeglasses woman wears eyeglasses television ratings written and directed by cast member,Comedy,Open Season (1996),1996
403,DamiánAlcázar JoséCarlosRuiz PedroArmendárizJr. DoloresHeredia MargaritaIsabel,robertosneider,murder adultery family relationships mexican,Comedy Crime Drama,Two Crimes (Dos crímenes) (1995),1995
404,PeterBailey RoscoeLeeBrowne JohnHenrikClarke LouisFarrakhan JamesFox,jefriaalmuhammed,independent film,Documentary,Brother Minister: The Assassination of Malcolm X (1994),1994
405,ChristopherLambert MarioVanPeebles DeborahKaraUnger Mako RaoulMaxTrujillo,gregorywiden,sex scene immortal sorcerer sword and sorcery,Action Fantasy,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1994
406,NicholasTurturro AnthonyDeSando LibbyLangdon MichaelRaynor RobertTurano,michaelcorrente,providence rhode island drugs rage youth,Drama,Federal Hill (1994),1994
407,SamNeill JulieCarmen JürgenProchnow DavidWarner JohnGlover,michaeldeluca,fantasy becomes reality h.p. lovecraft madness parallel dimension,Horror Thriller,In the Mouth of Madness (1995),1995
408,JamesRebhorn CameronFinley CarrieSnodgress DustinMayfield ClydeFrost,montemerrick,beer champagne smile bull rider,Drama,8 Seconds (1994),1994
409,DuaneMartin Leon TupacShakur DavidBailey TonyaPinkins,jeffpollack,basketball high school african american hood,Crime Drama,Above the Rim (1994),1994
410,AnjelicaHuston RaulJulia ChristopherLloyd JoanCusack ChristinaRicci,charlesaddams,baby boy baby brother brother brother relationship husband wife relationship,Children Comedy Fantasy,Addams Family Values (1993),1993
411,MartinLawrence,martinlawrence,stand up stand up comedy live audience spoof,Comedy Documentary,Martin Lawrence: You So Crazy (1994),1994
412,DanielDay-Lewis MichellePfeiffer WinonaRyder LindaFayeFarkas MichaelReesDavis,edithwharton,catholic f rated period drama new york,Drama,"Age of Innocence, The (1993)",1993
413,BrendanFraser SteveBuscemi AdamSandler ChrisFarley MichaelMcKean,richwilkes,water pistol air duct swat team gun,Comedy,Airheads (1994),1994
414,KevinBacon CharlesGitongaMaina YolandaVazquez WinstonNtshona Mabutho'Kid'Sithole,paulmichaelglaser,basketball college basketball africa athletic scout,Comedy,"Air Up There, The (1994)",1994
415,RichardDreyfuss EmilioEstevez RosieO'Donnell DennisFarina MarciaStrassman,jimkouf,stakeout witness surveillance panties,Comedy Thriller,Another Stakeout (1993),1993
416,MadeleineStowe MaryStuartMasterson AndieMacDowell DrewBarrymore JamesRusso,alruddy,prostitute prostitution brothel western town,Western,Bad Girls (1994),1994
417,TaylorNichols ChrisEigeman TushkaBergen MiraSorvino PepMunné,whitstillman,u.s. navy marketing black leather underwear black leather,Comedy Romance,Barcelona (1994),1994
418,RobinWilliams KellyHunter MaudieJohnson MaxJohnson RobertCarlyle,billforsyth,reincarnation existentialism optimism elopement,Drama,Being Human (1993),1993
419,JimVarney DiedrichBader ErikaEleniak ClorisLeachman LilyTomlin,paulhenning,fish out of water redneck con artist arkansas,Comedy,"Beverly Hillbillies, The (1993)",1993
420,EddieMurphy JonTenney JoeyTravolta EugeneCollier JimmyOrtega,danilobach,woman with a gun murder of a police officer shooting a police officer detroit,Action Comedy Crime Thriller,Beverly Hills Cop III (1994),1994
421,DocsKeepinTime AlanCumming SeanBean DavidThewlis JimCarter,annasewell,horse movie character name as title colt 1870s,Adventure Children Drama,Black Beauty (1994),1994
422,MadeleineStowe AidanQuinn JamesRemar PeterFriedman BruceA.Young,danastevens,woman suspense north american giallo giallo,Thriller,Blink (1994),1994
423,JeffBridges TommyLeeJones SuzyAmis LloydBridges ForestWhitaker,johnrice,bomb irish vomiting prison,Action Thriller,Blown Away (1994),1994
424,NickNolte MaryMcDonnell J.T.Walsh EdO'Neill AlfreWoodard,ronshelton,college basketball athlete college sports,Drama,Blue Chips (1994),1994
425,JessicaLange TommyLeeJones PowersBoothe CarrieSnodgress AmyLocane,ramalauriestagner,military army military base daughter,Drama Romance,Blue Sky (1994),1994
426,TerryKinney MegTilly GabrielleAnwar ReillyMurphy BillyWirth,jackfinney,alien remake of remake alien race alien contact,Horror Sci-Fi Thriller,Body Snatchers (1993),1993
427,JulianSands SherilynFenn BillPaxton KurtwoodSmith ArtGarfunkel,philippecaland,obsessive love captive woman unrequited love obsession,Drama Mystery Romance Thriller,Boxing Helena (1993),1993
428,RobertDeNiro ChazzPalminteri LilloBrancato FrancisCapra TaralHicks,chazzpalminteri,burnt body dying young car on fire bus ride,Drama,"Bronx Tale, A (1993)",1993
429,ChrisElliott RitchBrinkley JamesGammon BrianDoyle-Murray BrionJames,chriselliott,stupidity ship stop motion animation profanity,Comedy,Cabin Boy (1994),1994
430,JasonPriestley GabrielOlds JerryO'Connell JoePantoliano SteveRailsback,paulw.shapiro,grauman's chinese theatre los angeles handcuffed man ciro's nightclub hollywood summer,Comedy Drama,Calendar Girl (1993),1993
431,AlPacino SeanPenn PenelopeAnnMiller JohnLeguizamo IngridRogers,edwintorres,mafia breasts female nudity go go dancer,Crime Drama,Carlito's Way (1993),1993
432,BillyCrystal DanielStern JonLovitz JackPalance PatriciaWettig,lowellganz,gold treasure sequel male bonding,Adventure Comedy Western,City Slickers II: The Legend of Curly's Gold (1994),1994
433,DanaCarvey ValeriaGolino JamesEarlJones KevinPollak MichaelGambon,robertking,voice over narration court investigation venice beach california,Comedy,Clean Slate (1994),1994
434,SylvesterStallone JohnLithgow MichaelRooker JanineTurner RexLinn,johnlong,cortina italy bill rope fraud,Action Adventure Thriller,Cliffhanger (1993),1993
435,RobertKnott JonathanPenner WhipHubley DanAykroyd JaneCurtin,tomdavis,one word title spock character interspecies romance james t. kirk character,Comedy Sci-Fi,Coneheads (1993),1993
436,BruceWillis JaneMarch RubénBlades LesleyAnnWarren ScottBakula,billyray,lesbian kiss psychologist nymphomania sex in a swimming pool,Drama Thriller,Color of Night (1994),1994
437,ChevyChase JackPalance DianneWiest RobertDavi DavidBarryGray,berniesomers,male rear nudity vampire costume detective dysfunctional family,Comedy,Cops and Robbersons (1994),1994
438,WoodyHarrelson KieferSutherland DylanMcDermott ErnieHudson CaraBuono,robertc.thompson,cowboy buddy comedy reference to new mexico reference to arizona,Action Comedy Drama,"Cowboy Way, The (1994)",1994
439,HarveyKeitel Madonna JamesRusso NancyFerrara ReillyMurphy,nicholasst.john,film director filmmaker actor actress,Drama,Dangerous Game (1993),1993
440,KevinKline SigourneyWeaver FrankLangella KevinDunn VingRhames,garyross,conspiracy doppelganger the white house president,Comedy Romance,Dave (1993),1993
441,JasonLondon JoeyLaurenAdams MillaJovovich ShawnAndrews RoryCochrane,richardlinklater,hazing high school last day of school football,Comedy,Dazed and Confused (1993),1993
442,SylvesterStallone WesleySnipes SandraBullock NigelHawthorne BenjaminBratt,peterm.lenkov,year 2032 totalitarianism censorship cyberpunk,Action Adventure Sci-Fi,Demolition Man (1993),1993
443,Robert'Wingnut'Weaver PatrickO'Connell RobertAugust T.J.Barron JeffBooth,brucebrown,beach party surfing surfer four word title,Adventure Documentary,"Endless Summer 2, The (1994)",1994
444,UmaThurman LorraineBracco PatMorita AngieDickinson KeanuReeves,gusvansant,hare krishna reference to krishna the hindu deity ranch cowgirl,Comedy Romance,Even Cowgirls Get the Blues (1993),1993
445,ArmandAssante SherilynFenn KateNelligan SeanYoung ChristopherMcDonald,basicinstinct,blonde brunette bathtub adultery,Comedy,Fatal Instinct (1993),1993
446,LeslieCheung FengyiZhang LiGong YouGe DaYing,pikwahlee,peking opera suicide homosexuality theater,Drama Romance,Farewell My Concubine (Ba wang bie ji) (1993),1993
447,HarleyJaneKozak ElizabethMcGovern BillPullman BradPitt LarryMiller,saraparriott,male objectification bare chested male hot sexy,Comedy Romance,"Favor, The (1994)",1994
448,JeffBridges IsabellaRossellini RosiePerez TomHulce JohnTurturro,rafaelyglesias,survivor guilt plane crash guilt grief,Drama,Fearless (1993),1993
449,MarkChristopherLawrence LarryB.Scott RustyCundieff KasiLemmons HowieGold,rustycundieff,mockumentary los angeles california music industry fake documentary,Comedy,Fear of a Black Hat (1994),1994
450,JoePesci BrendanFraser MoiraKelly PatrickDempsey JoshHamilton,williammastrosimone,harvard university homeless man college student friendship,Comedy Drama,With Honors (1994),1994
451,JuliaMcNeal RonKuhlman JerrySwindall RyanBohls JamesCaan,stevekloves,murder of a child witness to murder father son relationship murder of a family,Drama Mystery Romance,Flesh and Bone (1993),1993
452,MiaFarrow JoanPlowright NatashaRichardson AdrianDunbar JimBroadbent,hughleonard,widow gossip feud spinster,Drama,Widows' Peak (1994),1994
453,MichaelJ.Fox GabrielleAnwar AnthonyHiggins MichaelTucker BobBalaban,markrosenthal,hotel concierge mistress money,Comedy Romance,For Love or Money (1993),1993
454,TomCruise JeanneTripplehorn GeneHackman HalHolbrook TerryKinney,johngrisham,oral sex seduction frame up washington monument washington d.c.,Drama Thriller,"Firm, The (1993)",1993
455,JasonJamesRichter LoriPetty JayneAtkinson AugustSchellenberg MichaelMadsen,keithwalker,whale killer whale animal no opening credits,Adventure Children Drama,Free Willy (1993),1993
456,SeanNelson GiancarloEsposito SamuelL.Jackson N'BusheWright RonBrice,boazyakin,drugs urban setting african american drug dealing,Crime Drama Thriller,Fresh (1994),1994
457,HarrisonFord TommyLeeJones SelaWard JulianneMoore JoePantoliano,jebstuart,one armed man on the run u.s. marshal surgeon,Thriller,"Fugitive, The (1993)",1993
458,JasonPatric GeneHackman RobertDuvall WesStudi MattDamon,johnmilius,arizona territory apache territory chiricahua apache scout,Drama Western,Geronimo: An American Legend (1993),1993
459,AlecBaldwin KimBasinger MichaelMadsen JamesWoods DavidMorse,jimthompson,manhunt fugitive neo noir one last job,Action Adventure Crime Drama Romance,"Getaway, The (1994)",1994
460,MacaulayCulkin TedDanson GlenneHeadly SaulRubinek GailardSartain,toms.parker,convict ex convict coin bakery,Comedy,Getting Even with Dad (1994),1994
461,V.S.Brodie GuinevereTurner T.WendyMcMillan MigdaliaMelendez AnastasiaSharp,rosetroche,directorial debut all female crew african american black american,Drama Romance,Go Fish (1994),1994
462,ColinFriels SeanConnery JohnLithgow DianaRigg LouisGossettJr.,williamboyd,based on novel independent film british diplomat female nudity,Action Adventure,"Good Man in Africa, A (1994)",1994
463,RebeccaDeMornay DonJohnson StephenLang JackWarden DanaIvey,larrycohen,female stockinged feet foot closeup camera shot of feet pantyhose,Crime Drama Thriller,Guilty as Sin (1993),1993
464,ChuckPfarrer RobertApisa ArnoldVosloo LanceHenriksen DouglasRye,chuckpfarrer,crime boss gangster organized crime mercenary,Action Adventure Crime Thriller,Hard Target (1993),1993
465,HaingS.Ngor BussaroSanruck SupakPititam JoanChen ThuanK.Nguyen,lelyhayslip,domestic violence female protagonist vietnam war crime,Action Drama War,Heaven & Earth (1993),1993
466,CharlieSheen LloydBridges ValeriaGolino RichardCrenna BrendaBakke,jimabrahams,male objectification ronald reagan character saddam hussein character richard m. nixon character,Action Comedy War,Hot Shots! Part Deux (1993),1993
467,DanaDelany KimCattrall CynthiaStevenson LailaRobins LoraZane,juliannalavin,leg spreading breasts spanking lesbian kiss,Comedy,Live Nude Girls (1995),1995
468,HughGrant TaraFitzgerald ColmMeaney IanMcNeice IanHart,ifordavidmonger,topography welsh people scientific expedition welsh valleys,Comedy Romance,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1995
469,MariaConchitaAlonso AntónioAssunção JulieBalloo FrankBaker AntonioBanderas,isabelallende,patriarch chilean coup d'etat oppression family saga,Drama Romance,"House of the Spirits, The (1993)",1993
470,ChristopherReid ChristopherMartin DavidEdwards AngelaMeans TishaCampbell-Martin,reginaldhudlin,beach party teensploitation party house party,Comedy,House Party 3 (1994),1994
471,TimRobbins JenniferJasonLeigh PaulNewman CharlesDurning JohnMahoney,ethancoen,art deco reference to oklahoma the stage musical neo screwball comedy comics page,Comedy,"Hudsucker Proxy, The (1994)",1994
472,NickNolte WhittniWright AlbertBrooks JulieKavner JoelyRichardson,jamesl.brooks,female nudity topless female nudity barefoot woman actor,Comedy Drama,I'll Do Anything (1994),1994
473,PaulyShore AndyDick LoriPetty DavidAlanGrier EsaiMorales,stevezacharias,military u.s. military shaved head head shaving,Comedy War,In the Army Now (1994),1994
474,ClintEastwood JohnMalkovich ReneRusso DylanMcDermott GaryCole,wolfgangpetersen,miniskirt second chance firearm assassin,Action Thriller,In the Line of Fire (1993),1993
475,AlisonCrosbie DanielDay-Lewis PhilipKing EmmaThompson NyeHeron,gerryconlon,prison father son relationship based on true story anti irish bias,Drama,In the Name of the Father (1993),1993
476,LarenzTate JoeMorton SuzzanneDouglas GlynnTurman VanessaBellCalloway,treyellis,fire vacation teenager marriage,Comedy Drama,"Inkwell, The (1994)",1994
477,RaéVenKelly VirginiaCapers DororthyThorton DemetriceCheathon NitaWoodsAllen,iketurner,african american singer african american woman 1980s african american protagonist,Drama Musical,What's Love Got to Do with It? (1993),1993
478,JoePesci ChristianSlater VictoriaAbril JasonBeghe JohnCothran,barrylevinson,reference to konstantin stanislavski vigilante actor reference to radio shack,Comedy Crime Drama,Jimmy Hollywood (1994),1994
479,EmilioEstevez CubaGoodingJr. DenisLeary StephenDorff JeremyPiven,lewiscolick,murder manhunt suspense boxing match,Action Crime Thriller,Judgment Night (1993),1993
480,SamNeill LauraDern JeffGoldblum RichardAttenborough BobPeck,michaelcrichton,national film registry dinosaur tyrannosaurus rex theme park,Action Adventure Sci-Fi Thriller,Jurassic Park (1993),1993
481,BradPitt KathyLarson DavidMilford DavidDuchovny JohnZarchen,stephenlevy,journalist brutality shooting a policewoman hairy chest,Drama Thriller,Kalifornia (1993),1993
482,EricStoltz MartinRaymond EricPascalChaltiel JulieDelpy Jean-HuguesAnglade,rogeravary,bank call girl kissing sex scene,Crime Drama Thriller,Killing Zoe (1994),1994
483,JesseBradford JeroenKrabbé LisaEichhorn KarenAllen SpaldingGray,a.e.hotchner,doorman epilepsy seizure kiss,Drama,King of the Hill (1993),1993
484,TomGuiry HelenSlater JonTenney BrittanyBoyd FredericForrest,danielpetrie,one word title human dog relationship animal character name as title dog,Adventure Children,Lassie (1994),1994
485,ArnoldSchwarzenegger F.MurrayAbraham ArtCarney CharlesDance FrankMcRae,zakpenn,year 1993 video store death character polonius character,Action Adventure Comedy Fantasy,Last Action Hero (1993),1993
486,MichaelJ.Fox ChristinaVidal NathanLane CyndiLauper DavidKrumholtz,marclawrence,reference to astrology reference to a zodiac sign reference to scorpio the astrological sign reference to scorpio the constellation,Comedy,Life with Mikey (1993),1993
487,PaulHogan CubaGoodingJr. BeverlyD'Angelo KamalaLopez PatHingle,simonwincer,mute man interracial friendship hooker with heart of gold wild west,Comedy Western,Lightning Jack (1994),1994
488,JeremyIrons JohnLone BarbaraSukowa IanRichardson AnnabelLeventon,davidhenryhwang,female nudity topless female nudity china opera,Drama Romance,M. Butterfly (1993),1993
489,WhoopiGoldberg TedDanson WillSmith NiaLong PaulRodriguez,marciabrandwynne,reckless driving monkey hospital beer,Comedy,Made in America (1993),1993
490,AlecBaldwin NicoleKidman BillPullman BebeNeuwirth GeorgeC.Scott,aaronsorkin,surgeon serial killer neo noir femme fatale,Thriller,Malice (1993),1993
491,MelGibson NickStahl MargaretWhitton FayMasterson GabyHoffmann,isabelleholland,directorial debut disfigured face directed by star coming of age,Drama,"Man Without a Face, The (1993)",1993
492,WoodyAllen DianeKeaton JerryAdler LynnCohen RonRifkin,woodyallen,being followed in a car cheap hotel dead body in elevator reference to warren comission,Comedy Mystery,Manhattan Murder Mystery (1993),1993
493,TyrinTurner LarenzTate JuneKyotoLu ToshiToda SamuelL.Jackson,allenhughes,1990s african american family ghetto single mother,Action Crime Drama,Menace II Society (1993),1993
494,KurtRussell StevenSeagal HalleBerry JohnLeguizamo OliverPlatt,jimthomas,panic survival stealth plane mission,Action Adventure Thriller,Executive Decision (1996),1996
495,nan,nan,nan,Drama,In the Realm of the Senses (Ai no corrida) (1976),1976
496,KarenSillas TomNoonan,tomnoonan,dinner date loft apartment minimal cast based on play,Comedy Drama Romance Thriller,What Happened Was... (1994),1994
497,RichardBriers KateBeckinsale ImeldaStaunton JimmyYuill BrianBlessed,williamshakespeare,directed by star shakespeare's much ado about nothing based on play multi plot,Comedy Romance,Much Ado About Nothing (1993),1993
498,RichardGere LenaOlin AnneBancroft TomIrwin DelroyLindo,ericroth,love psychiatrist bipolar disorder concert,Drama Romance,Mr. Jones (1993),1993
